Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,Pythag,RankPythag
2016,FIU,66.8674,283,66.1114,306,105.1273,141,102.1095,203,105.3874,213,108.1111,258,0.341459,236
2016,South Florida,67.1227,268,67.5871,244,93.9985,325,97.2861,295,106.3553,234,103.0458,161,0.340415,237
2016,Incarnate Word,69.4796,144,68.3230,206,102.4524,204,102.0989,204,106.1869,231,108.1761,262,0.339637,238
2016,Pacific,67.8239,236,67.6227,243,99.0872,265,98.7590,274,107.7819,268,104.7449,190,0.336994,239
2016,Western Illinois,68.6109,192,68.8837,166,100.0628,248,99.6881,252,107.2000,253,105.7648,213,0.336155,240
2016,St. John's,73.1524,23,73.5446,16,91.4927,336,96.2873,309,104.9299,197,102.2368,144,0.334149,241
2016,Cal St. Northridge,71.4104,67,71.8484,54,97.7407,291,99.6066,253,105.9823,229,105.7725,214,0.333874,242
2016,Saint Louis,69.4121,149,69.7327,128,93.8666,326,95.7222,314,103.5043,160,101.7891,132,0.330325,243
2016,Missouri St.,68.9081,177,69.8622,122,96.3403,302,98.6090,279,105.0785,203,105.1087,198,0.324302,244
2016,Colgate,65.2762,328,65.6047,323,103.8269,182,103.5132,175,107.5041,261,110.3831,298,0.323232,245
2016,Drexel,65.5485,323,65.1772,331,96.1834,308,99.0864,264,107.1813,250,105.7468,212,0.321226,246
2016,Kennesaw St.,70.3813,102,69.5743,134,100.6210,239,101.1647,216,110.4817,317,108.1124,259,0.317811,247
2016,Northern Kentucky,69.2702,157,68.2115,215,99.3436,259,100.5324,231,108.2394,283,107.4809,246,0.316786,248
2016,Santa Clara,66.4905,293,66.6860,288,98.8266,271,100.9938,219,108.5553,287,108.0506,254,0.315029,249
2016,Arkansas St.,72.5770,35,72.8678,31,98.4587,280,99.5465,255,105.4896,218,106.6059,230,0.312617,250
2016,Army,72.4325,39,72.7519,33,103.1997,190,97.9548,287,101.4987,123,104.9914,194,0.310500,251
2016,UC Davis,66.6557,290,66.7206,284,92.3879,333,91.8789,336,98.9270,64,98.5124,63,0.309668,252
2016,Appalachian St.,70.8310,85,71.2553,66,99.7228,252,102.4319,192,109.3691,304,109.8579,287,0.308983,253
2016,Penn,68.3124,213,68.7434,182,98.6728,274,99.0536,265,104.8010,191,106.3191,224,0.307037,254
2016,Mount St. Mary's,69.8316,131,69.2833,147,95.4458,317,92.9241,333,97.9900,49,99.8029,85,0.305495,255
2016,Montana St.,70.4895,99,69.5201,138,108.1240,87,104.8506,156,110.2515,314,112.6209,325,0.305309,256
2016,Air Force,68.8318,184,67.5445,247,96.1161,310,97.8799,288,105.1333,205,105.1514,199,0.304897,257
2016,Boston College,67.0355,274,67.5811,245,90.8534,339,93.3093,329,105.2050,208,100.4934,108,0.298810,258
2016,Portland St.,72.8823,30,72.9994,26,104.1325,176,101.6769,211,107.1896,252,109.5325,283,0.298208,259
2016,South Alabama,70.2790,106,70.5823,89,95.0275,319,94.9837,318,103.8458,170,102.3908,146,0.296598,260
2016,San Jose St.,70.4793,101,70.5600,90,95.4971,316,95.2862,317,105.3459,211,102.8420,158,0.293685,261
2016,UMKC,67.4719,251,66.9372,270,101.7774,219,102.2803,195,107.9734,272,110.5075,302,0.291170,262
